HoursStudied,Attendance,ParentalInvolvement,AccessToResources,ExtracurricularActivities,SleepHours,PreviousScores,MotivationLevel,InternetAccess,TutoringSessions,FamilyIncome,TeacherQuality,SchoolType,PeerInfluence,PhysicalActivity,LearningDisabilities,ParentalEducationLevel,DistanceFromHome,Gender,ExamScore
20,80,-1,-1,1,7,59,1,1,2,0,1,Private,0,3,0,1 School,0,Male,65
16,87,0,0,0,5,76,1,1,1,-1,1,Private,0,2,0,Postgraduate,-1,Female,67
5,75,0,-1,1,10,84,0,1,0,1,0,Private,0,4,0,Postgraduate,0,Female,62
25,70,0,0,1,7,51,1,1,3,-1,0,Public,1,4,0,1 School,0,Male,66
24,67,1,1,1,7,77,-1,1,0,1,0,Public,1,2,0,College,1,Female,68
18,74,0,-1,0,8,65,1,1,0,0,1,Public,1,4,0,College,0,Female,64
20,90,1,-1,0,4,88,0,1,3,-1,0,Public,-1,3,0,1 School,0,Male,69
23,90,0,0,1,6,73,-1,0,1,1,0,Private,1,2,0,1 School,1,Female,69
11,87,0,0,1,7,92,0,1,1,0,0,Public,1,5,0,1 School,0,Female,67
17,69,0,0,1,7,70,-1,1,0,-1,1,Public,0,3,1,College,0,Male,61
25,84,1,0,1,5,91,-1,1,1,0,0,Public,1,4,1,Postgraduate,0,Female,70
12,83,-1,0,1,7,86,-1,1,1,1,0,Public,-1,4,0,College,1,Female,65
22,79,0,0,1,7,91,-1,1,0,-1,0,Public,1,4,1,College,0,Male,66
12,82,-1,0,1,10,91,0,1,3,-1,0,Public,-1,3,0,Postgraduate,1,Male,66
23,80,0,1,1,9,74,0,1,4,0,0,Public,-1,3,0,1 School,0,Male,69
20,83,0,0,1,7,68,1,1,1,0,0,Public,1,1,0,1 School,1,Female,67
10,89,1,1,1,7,88,0,1,2,1,0,Private,1,2,0,Postgraduate,1,Female,71
27,64,1,1,1,9,68,1,1,1,-1,1,Private,0,4,0,1 School,1,Male,68
16,90,0,0,0,7,54,1,0,2,0,0,Public,1,3,0,1 School,1,Female,67
15,65,1,0,0,5,93,-1,1,2,-1,0,Public,0,4,1,1 School,1,Female,63
21,63,0,0,0,10,70,-1,1,1,1,1,Private,1,2,0,College,1,Female,64
27,99,1,0,1,6,57,0,1,3,-1,0,Public,0,3,0,College,0,Male,73
14,98,0,0,1,10,82,1,1,1,-1,0,Private,1,3,0,1 School,0,Male,69
20,62,1,-1,0,8,94,1,1,1,0,0,Public,1,3,0,1 School,1,Female,65
23,78,1,-1,1,6,93,0,1,0,0,1,Private,1,5,0,Postgraduate,1,Male,70
24,67,1,0,1,4,78,-1,1,1,-1,1,Public,1,2,0,1 School,1,Female,67
21,79,0,-1,1,8,54,1,1,3,-1,0,Public,1,3,0,Postgraduate,0,Female,67
18,93,0,1,1,5,85,0,1,0,-1,0,Public,1,3,0,1 School,1,Male,70
15,98,1,-1,0,8,80,-1,0,2,1,1,Public,-1,2,0,Postgraduate,1,Female,69
21,85,1,0,0,10,61,1,1,2,0,0,Public,0,2,1,1 School,1,Male,68
14,74,0,1,0,5,95,1,1,1,-1,1,Public,1,3,1,College,1,Male,66
2,84,-1,1,0,8,54,-1,1,3,-1,-1,Public,1,4,0,,1,Male,62
23,72,0,0,1,6,69,-1,1,2,1,0,Public,1,4,0,1 School,1,Male,67
25,96,0,-1,1,9,55,1,1,2,0,1,Public,0,4,0,1 School,0,Male,71
6,95,1,0,1,7,96,0,1,4,-1,0,Public,0,2,0,1 School,0,Female,68
14,82,1,0,1,7,52,1,1,3,-1,0,Public,-1,2,0,1 School,1,Female,66
24,73,-1,0,1,9,71,1,1,0,-1,0,Public,0,3,0,1 School,0,Male,64
32,72,1,0,1,8,93,-1,1,1,-1,0,Private,0,4,0,Postgraduate,1,Female,71
20,61,-1,-1,1,6,63,0,1,1,0,1,Public,1,4,0,College,-1,Male,61
16,93,0,1,0,10,55,0,0,2,-1,0,Public,0,2,0,College,1,Male,67
19,78,0,-1,1,5,56,-1,1,3,1,0,Public,0,4,0,College,0,Female,65
28,73,1,0,1,7,70,-1,0,0,-1,0,Private,-1,6,0,College,0,Female,66
16,79,1,1,1,6,71,0,1,2,-1,1,Public,0,4,0,1 School,1,Female,68
15,93,0,0,0,5,86,0,1,0,-1,0,Public,0,2,0,College,-1,Male,66
17,65,0,0,0,5,62,0,1,2,0,0,Public,1,4,0,1 School,1,Female,63
14,94,-1,-1,1,7,85,-1,1,1,1,0,Public,0,3,0,1 School,0,Female,66
21,96,0,1,0,8,100,0,1,1,1,0,Private,1,2,0,College,1,Female,73
30,98,0,-1,1,9,93,0,1,1,-1,-1,Private,1,3,0,1 School,1,Male,88
22,76,0,0,0,9,82,1,1,0,0,1,Private,0,4,0,1 School,1,Male,67
18,69,1,1,1,7,97,0,1,2,0,0,Public,1,2,0,College,1,Female,69
18,75,0,-1,1,6,100,1,1,2,-1,0,Public,1,3,0,1 School,1,Female,67
11,73,0,1,1,9,79,0,1,1,-1,1,Public,0,2,0,1 School,1,Male,64
25,67,0,1,1,6,64,0,0,0,-1,0,Public,0,2,0,1 School,0,Male,64
20,84,-1,0,0,5,96,-1,1,1,-1,0,Public,-1,2,0,1 School,1,Male,65
19,79,0,0,0,8,92,1,1,1,0,1,Public,1,2,0,1 School,1,Male,68
39,95,0,1,1,9,54,1,1,2,0,0,Private,1,3,0,1 School,0,Male,77
22,61,0,0,1,6,97,1,1,0,-1,1,Public,-1,2,1,1 School,1,Male,63
15,86,1,1,1,10,68,0,1,0,1,0,Public,0,5,0,College,1,Male,69
17,91,0,0,1,8,66,0,1,3,0,-1,Public,1,2,0,College,1,Male,69
27,90,0,-1,0,8,67,0,1,2,0,0,Public,-1,3,0,Postgraduate,1,Male,70
21,95,1,0,1,6,66,1,1,1,0,1,Public,1,4,0,College,1,Male,73
11,89,0,-1,1,9,76,0,1,1,0,1,Public,0,3,0,Postgraduate,-1,Male,66
26,97,0,-1,0,5,79,1,1,2,-1,-1,Private,1,3,0,1 School,1,Female,71
16,73,0,-1,1,6,71,0,1,2,1,1,Public,1,5,0,College,1,Male,66
31,80,0,0,1,6,71,1,1,2,-1,1,Public,0,3,0,1 School,1,Female,71
26,61,0,-1,1,5,87,0,1,3,1,1,Public,1,2,1,1 School,1,Male,66
17,60,0,1,1,8,50,1,1,0,-1,1,Public,1,4,0,1 School,1,Female,63
28,70,1,1,1,8,97,0,1,5,-1,-1,Public,-1,5,1,1 School,1,Male,70
20,64,1,0,1,8,86,0,1,1,0,0,Public,0,2,0,Postgraduate,1,Male,66
25,70,0,0,0,7,85,0,1,1,0,0,Public,-1,4,0,1 School,1,Male,66
23,67,0,0,0,8,71,1,1,2,0,0,Public,0,4,0,College,0,Female,66
15,61,0,0,0,7,98,0,1,1,0,0,Public,0,3,0,1 School,1,Male,62
16,96,0,0,0,6,50,1,1,1,0,1,Public,1,3,0,College,1,Male,69
26,60,-1,1,1,6,54,-1,1,1,-1,0,Private,1,1,0,Postgraduate,0,Male,63
18,89,0,-1,1,4,90,-1,1,1,1,0,Public,1,2,1,Postgraduate,1,Female,68
18,66,0,1,0,9,87,0,1,1,0,-1,Private,1,3,0,1 School,0,Male,64
14,96,-1,1,1,9,64,1,1,2,-1,1,Public,0,3,0,Postgraduate,0,Male,69
23,96,-1,0,1,10,80,-1,1,3,-1,1,Public,1,3,0,1 School,1,Male,71
32,86,0,0,1,6,77,0,0,2,0,-1,Private,-1,4,0,1 School,1,Male,71
14,87,0,0,0,6,76,0,1,1,-1,0,Private,1,4,0,College,-1,Female,66
20,60,0,0,1,4,80,-1,1,2,1,0,Private,1,3,1,College,0,Male,63
28,99,-1,0,1,8,100,-1,1,0,0,0,Public,1,2,0,1 School,-1,Male,72
20,95,0,0,1,8,99,-1,0,1,-1,0,Private,0,3,0,College,1,Female,70
23,96,0,-1,0,9,99,0,1,0,1,0,Private,0,2,0,College,1,Female,71
14,86,-1,-1,1,6,77,0,1,3,1,0,Private,0,3,0,1 School,-1,Male,65
23,74,0,-1,1,8,66,-1,1,0,1,0,Public,-1,4,0,Postgraduate,1,Female,65
19,96,-1,0,0,6,78,1,1,1,-1,-1,Public,1,2,0,1 School,-1,Male,67
26,72,1,0,0,9,81,1,1,0,0,1,Public,0,3,0,1 School,1,Male,68
27,83,0,0,1,8,66,0,1,3,0,0,Public,1,4,0,College,-1,Female,70
36,64,0,0,1,5,82,0,1,2,0,1,Private,1,2,0,1 School,1,Female,70
23,97,-1,1,1,7,81,-1,1,2,0,1,Public,0,3,0,1 School,1,Male,72
22,66,0,1,0,4,95,0,1,1,-1,-1,Public,0,5,0,College,0,Male,65
21,69,0,0,1,5,62,1,1,2,-1,0,Public,1,3,0,1 School,1,Male,65
18,82,1,0,1,5,85,1,1,3,0,1,Private,0,4,0,Postgraduate,1,Male,71
22,91,1,1,1,6,73,-1,1,3,1,0,Public,1,4,0,Postgraduate,1,Male,74
18,85,-1,0,0,7,56,-1,1,0,-1,0,Private,1,4,0,1 School,0,Male,64
21,69,0,0,0,7,66,1,1,1,0,0,Private,0,4,0,1 School,-1,Female,64
28,60,0,1,1,7,53,-1,1,3,-1,0,Private,0,3,0,1 School,1,Female,65
14,90,-1,0,1,7,66,0,1,1,0,0,Public,0,5,0,College,1,Male,67
27,99,1,0,0,7,53,-1,1,2,-1,1,Public,0,3,0,College,1,Male,73
28,92,-1,1,0,5,96,1,1,1,0,-1,Public,0,3,0,College,0,Male,72
19,78,0,0,0,7,55,-1,1,0,0,0,Public,1,3,0,College,1,Male,65
7,96,0,1,0,9,91,0,1,0,-1,0,Public,0,4,0,College,1,Male,67
16,76,0,0,1,7,95,-1,1,2,0,0,Public,-1,3,0,1 School,,Female,66
28,81,1,0,1,8,73,-1,1,0,0,1,Public,-1,3,0,Postgraduate,1,Male,70
20,79,1,0,0,8,53,0,1,2,0,0,Private,0,3,0,1 School,0,Female,66
14,78,1,1,1,8,80,-1,1,1,0,0,Public,0,1,0,1 School,1,Female,66
17,91,0,-1,1,7,62,-1,1,3,1,0,Public,-1,3,0,Postgraduate,1,Male,68
25,81,-1,0,1,8,59,-1,1,3,-1,0,Public,1,4,0,College,1,Male,68
23,73,1,1,0,8,78,-1,1,0,1,0,Public,0,4,0,1 School,0,Female,67
19,70,1,0,1,8,68,1,0,1,-1,0,Public,1,3,0,College,1,Female,65
18,62,0,-1,1,8,87,0,1,4,-1,0,Public,1,4,0,College,1,Female,64
18,83,1,0,0,5,80,1,1,1,1,1,Public,1,2,0,College,1,Male,70
14,69,-1,0,0,5,91,0,1,0,1,0,Public,1,3,0,College,0,Male,63
30,66,0,1,0,6,53,-1,0,2,-1,0,Public,1,2,0,1 School,1,Male,65
18,86,-1,0,1,9,62,0,1,4,0,0,Public,-1,2,1,Postgraduate,1,Female,67
27,87,0,0,1,7,78,-1,1,3,-1,0,Private,-1,5,0,1 School,1,Female,71
29,90,1,0,1,7,94,0,1,1,-1,-1,Private,0,4,0,1 School,1,Female,73
26,80,0,0,0,4,91,-1,1,1,-1,0,Private,0,3,0,1 School,-1,Male,67
17,96,1,0,1,7,84,0,1,2,-1,1,Private,1,3,0,College,1,Female,72
22,97,0,0,0,7,79,1,1,2,0,1,Public,1,0,0,1 School,-1,Male,71
20,92,0,1,1,4,82,1,1,0,0,0,Public,0,4,0,Postgraduate,1,Male,72
15,85,1,1,1,7,61,0,1,1,0,1,Public,-1,3,0,1 School,1,Male,68
22,72,-1,-1,1,5,80,0,1,2,-1,1,Public,0,3,0,College,1,Female,65
13,99,1,0,0,6,75,-1,1,1,0,0,Public,1,4,1,College,-1,Female,68
27,71,0,-1,0,8,69,0,1,1,1,0,Public,1,4,0,College,1,Male,67
17,68,0,0,0,7,94,1,1,1,1,0,Private,0,4,0,College,0,Female,66
21,78,0,-1,1,6,91,0,1,0,0,-1,Private,0,1,1,1 School,1,Male,64
22,62,1,0,0,6,54,0,1,3,-1,0,Private,0,3,0,Postgraduate,1,Male,65
18,99,0,0,0,6,99,0,1,0,-1,0,Public,0,3,0,1 School,0,Male,69
24,84,0,0,1,7,61,0,1,2,0,0,Public,1,2,0,1 School,-1,Male,68
17,82,1,1,0,5,61,0,1,3,0,0,Public,0,4,0,Postgraduate,1,Male,69
25,86,0,0,1,9,97,-1,1,1,1,0,Private,0,3,0,1 School,0,Male,70
12,80,1,0,0,5,72,0,1,1,1,0,Private,1,4,1,1 School,1,Female,65
21,61,0,0,0,4,90,-1,1,2,0,-1,Public,0,3,0,1 School,1,Male,63
32,84,-1,0,1,8,64,0,1,1,-1,1,Private,1,3,0,College,1,Female,71
14,89,0,1,1,6,94,-1,1,0,-1,0,Private,0,2,0,Postgraduate,1,Male,68
16,77,0,0,1,7,92,1,1,5,-1,1,Public,1,3,0,Postgraduate,1,Female,70
23,90,0,1,1,8,76,1,1,2,0,-1,Public,1,3,0,1 School,1,Female,72
21,69,0,0,1,6,85,0,1,3,-1,-1,Public,0,1,0,College,-1,Female,64
22,69,-1,0,0,7,98,-1,1,0,-1,0,Public,1,2,0,Postgraduate,0,Male,64
23,66,0,-1,1,8,73,1,1,2,1,0,Public,1,2,0,College,1,Female,66
24,75,0,1,1,9,75,1,1,0,0,1,Public,1,3,0,College,-1,Male,69
27,94,0,-1,0,6,86,0,1,2,0,0,Private,0,2,0,1 School,1,Female,71
22,93,0,1,1,6,69,1,1,0,1,-1,Public,-1,3,1,1 School,1,Male,69
19,75,1,0,0,8,98,-1,1,1,-1,0,Public,0,3,0,Postgraduate,0,Male,67
24,84,-1,0,1,7,52,0,1,0,-1,1,Public,0,3,0,1 School,1,Male,66
31,89,0,0,0,7,70,0,1,2,-1,1,Public,1,2,0,1 School,0,Female,71
19,70,0,-1,1,9,86,-1,1,2,1,0,Public,0,2,1,1 School,1,Male,63
14,67,0,-1,0,4,71,0,1,0,1,0,Public,0,4,0,College,1,Female,62
27,99,0,1,0,5,63,0,1,0,0,1,Public,0,4,0,1 School,1,Female,73
19,85,1,0,0,4,71,-1,1,1,0,1,Public,-1,3,0,1 School,-1,Female,66
7,99,1,0,1,9,94,0,1,3,1,1,Public,1,2,0,Postgraduate,0,Male,72
25,74,1,-1,1,8,77,-1,1,1,-1,0,Public,0,2,0,Postgraduate,0,Female,67
17,88,-1,-1,0,5,67,0,0,0,0,1,Public,0,3,0,Postgraduate,1,Male,65
19,69,0,0,1,7,84,0,1,2,0,0,Public,0,4,0,1 School,1,Male,66
22,70,1,0,1,7,81,-1,1,3,0,0,Public,0,2,0,Postgraduate,0,Female,68
21,80,0,1,1,4,78,0,1,1,0,1,Private,0,4,0,1 School,1,Female,69
24,73,1,0,1,7,70,0,1,0,1,0,Public,-1,3,0,Postgraduate,1,Female,68
17,67,0,1,1,5,54,0,1,0,-1,0,Public,-1,2,0,1 School,0,Male,61
23,71,1,-1,1,8,81,0,1,3,0,1,Private,1,2,0,1 School,1,Male,68
18,61,1,-1,1,5,71,-1,1,3,1,1,Private,0,3,0,College,1,Male,64
24,88,0,-1,1,7,71,-1,0,1,-1,1,Public,0,3,0,College,0,Male,67
24,80,-1,1,1,9,62,1,1,3,1,-1,Public,0,3,0,1 School,0,Male,68
14,64,0,1,0,8,62,-1,1,1,0,1,Public,1,4,1,1 School,0,Male,61
27,67,1,-1,0,8,89,-1,1,1,-1,-1,Public,1,3,0,Postgraduate,1,Female,66
17,64,1,-1,1,7,74,-1,1,2,0,-1,Public,1,2,0,Postgraduate,1,Female,64
25,85,-1,0,0,5,55,-1,1,3,1,0,Public,-1,3,0,1 School,0,Female,67
22,64,0,1,0,6,52,-1,1,2,1,0,Private,-1,4,0,College,0,Female,64
31,90,1,1,0,7,61,-1,1,0,-1,0,Public,1,3,0,1 School,1,Male,72
19,61,0,0,0,7,74,-1,1,2,1,0,Public,-1,3,0,Postgraduate,-1,Male,62
18,70,1,0,1,5,81,-1,1,2,-1,0,Private,-1,2,0,1 School,-1,Female,63
20,96,1,1,0,8,57,-1,1,1,-1,0,Private,0,4,0,1 School,1,Male,70
18,89,1,0,0,5,72,-1,1,3,0,0,Public,1,3,0,College,0,Male,69
25,63,-1,0,1,9,54,0,1,3,0,-1,Public,1,2,0,1 School,1,Male,64
10,93,-1,0,0,7,52,0,1,2,0,0,Public,1,3,0,Postgraduate,1,Male,66
14,80,-1,0,1,8,93,0,1,3,-1,1,Private,1,4,0,1 School,1,Female,67
14,94,1,1,1,8,83,0,1,4,0,-1,Public,-1,5,1,Postgraduate,1,Female,71
26,84,0,1,1,10,89,0,1,0,-1,1,Private,1,1,0,1 School,-1,Female,70
30,87,-1,0,0,7,59,0,1,2,0,0,Public,0,3,0,1 School,0,Male,69
19,100,0,-1,0,6,66,1,1,0,-1,0,Public,0,3,0,,0,Male,68
19,69,0,1,1,6,72,0,0,1,-1,0,Public,0,1,0,College,1,Female,64
20,85,1,0,1,9,83,-1,1,3,0,0,Public,1,3,1,College,1,Male,70
27,78,1,-1,1,5,77,0,1,0,0,-1,Private,0,3,0,Postgraduate,1,Male,69
14,62,0,0,1,6,78,0,1,0,1,,Public,1,2,0,College,1,Female,63
21,61,-1,0,0,7,58,0,1,1,0,-1,Public,-1,3,0,1 School,1,Female,60
26,65,1,-1,0,7,74,0,1,2,-1,0,Public,-1,4,0,1 School,1,Female,65
23,86,0,0,0,8,91,0,1,0,-1,0,Public,-1,0,0,1 School,1,Male,67
21,83,0,-1,0,5,75,-1,1,1,0,0,Public,-1,4,0,College,1,Male,66
26,82,-1,1,0,7,60,0,0,3,-1,0,Public,0,3,0,Postgraduate,1,Female,68
4,61,-1,1,1,7,71,1,1,0,-1,-1,Public,1,1,0,Postgraduate,1,Male,58
24,79,-1,1,1,5,88,0,1,0,0,0,Public,0,3,0,1 School,0,Female,67
16,97,0,0,1,8,57,-1,1,0,0,0,Public,1,4,1,,1,Male,68
9,76,0,0,1,7,79,0,1,1,-1,0,Public,0,3,0,1 School,1,Female,62
23,85,-1,1,0,7,98,1,0,2,-1,0,Public,-1,3,0,Postgraduate,0,Female,69
28,91,0,1,1,6,69,1,1,1,0,1,Private,0,4,0,1 School,-1,Male,73
19,91,1,-1,0,6,52,0,1,2,-1,0,Public,-1,4,1,1 School,0,Male,66
26,81,-1,0,1,5,82,0,1,0,0,0,Public,-1,5,1,Postgraduate,1,Female,67
30,94,0,0,0,8,52,0,1,1,0,-1,Public,0,4,0,1 School,1,Female,71
28,76,0,0,1,9,60,0,1,1,-1,0,Public,0,2,0,1 School,-1,Male,66
30,96,1,0,1,10,52,0,1,0,1,1,Public,1,4,0,College,0,Female,74
24,70,0,1,0,8,59,-1,1,2,-1,1,Public,1,5,0,1 School,1,Male,67
20,71,1,0,0,6,93,1,1,2,0,1,Public,-1,2,0,Postgraduate,1,Male,68
10,62,0,0,0,6,87,1,1,2,-1,1,Public,0,3,0,1 School,1,Male,61
19,92,0,1,0,8,67,0,1,2,0,0,Private,-1,2,0,1 School,,Female,69
15,77,-1,0,1,7,95,-1,1,4,-1,0,Public,1,4,0,1 School,0,Male,65
33,69,0,1,1,7,83,0,1,2,0,-1,Public,0,2,0,Postgraduate,1,Male,71
19,69,0,-1,0,7,72,0,1,1,-1,-1,Public,1,2,0,1 School,-1,Female,61
21,96,0,1,1,9,53,0,1,0,-1,1,Public,0,3,0,College,1,Male,70
23,93,0,-1,0,6,87,0,1,2,0,0,Private,0,3,0,1 School,0,Male,70
20,82,0,1,1,9,69,-1,1,1,0,0,Public,1,3,0,College,1,Male,69
30,85,1,-1,1,7,65,1,1,2,-1,0,Public,-1,3,0,1 School,1,Female,70
16,79,1,0,1,6,64,0,1,4,-1,-1,Public,1,4,1,College,1,Male,67
21,76,-1,0,0,6,50,-1,1,2,-1,0,Public,-1,4,0,Postgraduate,0,Female,63
16,97,0,0,0,7,87,0,1,1,1,0,Public,0,3,0,1 School,1,Female,70
12,65,0,0,0,8,57,0,1,1,1,1,Private,1,5,1,1 School,1,Female,61
16,77,-1,1,1,6,76,-1,1,1,-1,0,Public,0,1,0,Postgraduate,0,Female,64
20,74,0,0,1,8,51,1,1,2,0,0,Public,-1,3,0,College,1,Male,65
17,80,0,0,0,6,81,0,1,1,0,1,Public,0,1,0,College,-1,Male,65
16,78,0,-1,1,7,68,1,1,3,-1,1,Private,1,3,0,Postgraduate,-1,Female,66
12,81,1,1,1,5,82,-1,1,1,0,1,Public,1,3,0,1 School,-1,Female,66
20,66,-1,0,1,8,54,0,1,2,0,-1,Public,1,2,0,Postgraduate,1,Male,63
11,81,-1,1,1,7,63,0,1,3,0,0,Public,0,2,0,Postgraduate,1,Male,66
25,70,0,0,1,9,56,1,1,0,-1,0,Public,1,1,0,1 School,-1,Male,64
20,67,1,-1,0,8,82,0,1,3,-1,1,Public,0,4,1,1 School,1,Male,65
11,63,1,0,0,7,55,-1,1,3,1,0,Private,1,1,0,Postgraduate,1,Male,62
18,91,-1,1,1,9,81,1,1,4,1,0,Public,0,5,0,1 School,0,Male,71
15,77,0,0,1,8,57,-1,1,1,-1,0,Public,0,2,0,College,1,Male,63
22,85,0,1,0,9,97,1,1,0,0,1,Public,-1,3,0,College,0,Male,70
28,89,0,-1,1,6,71,-1,1,2,-1,0,Private,0,4,0,College,0,Male,70
9,87,0,0,0,8,56,0,1,1,0,1,Public,1,3,0,College,0,Female,65
21,79,1,1,1,8,52,0,1,1,-1,,Public,0,3,1,1 School,1,Female,66
19,76,0,-1,1,5,66,0,1,2,0,0,Private,1,4,0,College,1,Female,66
24,75,0,-1,0,9,95,1,1,0,0,1,Public,1,2,0,College,1,Male,68
21,86,1,1,0,5,57,0,1,1,-1,0,Private,-1,3,0,1 School,1,Male,68
15,80,1,0,1,5,90,0,1,4,0,1,Private,0,3,0,1 School,1,Female,69
18,94,0,0,1,4,71,0,1,3,1,-1,Public,1,3,0,College,1,Female,71
15,95,0,0,1,8,90,-1,1,2,-1,,Private,-1,1,0,Postgraduate,1,Male,69
26,67,0,1,1,5,94,0,1,0,0,0,Public,1,2,0,College,1,Male,68
20,65,0,1,1,6,100,0,1,2,-1,1,Public,0,5,0,1 School,0,Male,67
31,85,1,0,0,8,53,0,1,2,-1,1,Public,1,3,0,1 School,1,Male,72
20,72,1,0,1,7,90,1,1,2,0,0,Public,0,3,0,1 School,1,Male,68
16,61,1,0,1,6,53,-1,1,0,1,0,Public,1,4,1,1 School,0,Female,60
11,96,0,1,0,5,66,1,1,2,-1,0,Public,0,4,0,1 School,0,Male,68
9,69,1,0,1,7,82,1,1,1,1,1,Public,1,2,0,1 School,1,Female,65
10,97,-1,1,0,8,72,1,1,0,-1,0,Public,0,3,0,Postgraduate,0,Female,67
22,89,-1,0,0,8,78,-1,1,4,1,0,Private,1,3,0,1 School,1,Female,70
23,91,0,-1,1,10,98,1,1,0,-1,1,Private,-1,3,0,1 School,1,Female,70
11,68,0,0,0,6,91,-1,1,3,-1,1,Public,-1,2,0,College,-1,Female,61
25,69,1,-1,1,5,68,0,1,2,1,1,Public,1,4,0,College,-1,Male,68
17,81,0,1,0,7,80,1,1,1,-1,0,Public,-1,3,0,Postgraduate,1,Female,67
21,67,0,1,0,7,52,0,1,3,-1,0,Public,-1,3,1,1 School,0,Female,62
30,72,0,-1,0,7,73,0,1,0,1,0,Public,0,4,0,1 School,0,Male,66
25,73,1,0,1,6,80,0,1,3,1,0,Public,1,2,0,1 School,-1,Female,69
18,66,0,1,1,4,86,0,1,2,0,0,Public,-1,4,0,College,1,Female,66
15,68,0,0,1,5,95,0,1,0,1,0,Public,-1,5,0,College,1,Female,64
7,92,1,0,0,8,64,1,1,1,-1,-1,Public,0,4,0,Postgraduate,1,Male,66
16,67,0,0,0,7,95,-1,1,2,0,0,Public,0,5,1,1 School,1,Male,63
19,61,-1,1,1,8,83,-1,1,1,0,0,Private,-1,3,0,1 School,1,Male,62
14,85,0,0,1,8,54,-1,1,1,1,0,Private,-1,4,0,Postgraduate,0,Male,65
19,99,-1,1,0,8,69,-1,1,0,1,0,Private,-1,2,0,1 School,0,Male,68
20,73,1,1,1,8,74,-1,1,1,-1,-1,Private,-1,4,0,1 School,0,Male,65
19,65,0,1,1,7,68,-1,1,1,-1,-1,Public,0,4,0,College,1,Female,63
16,83,1,1,1,7,56,0,1,3,0,0,Public,-1,2,0,1 School,1,Male,68
21,96,0,1,1,4,78,-1,1,2,1,0,Private,1,2,0,1 School,1,Male,72
23,91,1,-1,0,6,57,0,1,2,-1,0,Private,1,3,0,1 School,1,Male,69
13,85,-1,0,0,6,96,-1,1,1,-1,1,Public,1,5,0,Postgraduate,-1,Male,66
28,73,-1,-1,1,7,93,1,1,2,-1,1,Private,0,3,0,College,1,Male,68
19,82,-1,-1,0,6,74,0,1,1,0,1,Public,0,2,0,1 School,0,Male,64
20,64,0,-1,1,8,53,-1,1,1,-1,0,Public,1,2,0,1 School,1,Male,61
24,87,-1,0,0,6,78,1,1,0,-1,-1,Public,0,2,1,Postgraduate,1,Male,67
21,89,0,-1,1,9,80,0,1,0,0,-1,Public,0,3,0,Postgraduate,0,Male,68
26,99,0,0,0,6,94,1,1,2,0,0,Public,1,3,0,1 School,1,Male,74
22,70,0,1,1,6,53,0,1,3,0,1,Public,1,2,0,1 School,1,Female,67
16,61,0,1,1,6,85,0,1,2,0,0,Private,1,3,0,1 School,1,Male,64
22,82,-1,1,0,6,78,0,1,3,0,1,Public,0,3,0,1 School,0,Male,69
13,88,1,0,1,9,59,0,1,0,-1,0,Private,-1,3,1,1 School,-1,Female,63
21,92,0,0,0,7,56,0,1,0,-1,0,Private,0,4,0,1 School,0,Female,67
20,68,1,0,1,7,85,0,1,1,0,0,Public,0,3,0,College,-1,Male,65
19,70,0,0,1,6,67,0,1,5,0,-1,Public,1,4,0,Postgraduate,0,Female,67
19,81,1,0,0,7,100,0,1,1,-1,0,Private,-1,5,0,Postgraduate,0,Female,68
9,73,0,-1,1,7,95,0,0,3,-1,0,Private,-1,3,0,Postgraduate,1,Male,62
17,94,1,0,1,7,78,0,1,1,-1,1,Public,0,3,0,College,1,Female,70
21,79,-1,1,1,7,82,0,1,1,1,0,Public,-1,3,0,1 School,1,Female,67
21,92,1,1,1,9,58,0,1,2,1,0,Public,0,5,0,1 School,0,Female,89
14,83,1,0,1,7,95,-1,1,1,-1,0,Private,0,2,1,1 School,1,Female,65
28,91,-1,0,1,5,73,0,0,2,0,0,Public,0,2,0,1 School,1,Female,69
15,73,0,0,0,7,76,1,1,2,-1,0,Public,1,4,0,1 School,-1,Female,64
26,93,1,-1,0,6,94,0,1,6,1,0,Private,-1,4,0,1 School,1,Female,74
23,71,0,1,0,8,50,0,1,0,1,0,Public,1,2,0,1 School,-1,Female,64
16,82,-1,1,0,7,75,0,1,0,-1,0,Public,-1,2,0,Postgraduate,0,Female,64
31,69,0,-1,1,9,81,0,1,2,0,0,Private,-1,2,0,College,1,Male,67
13,79,-1,-1,1,6,58,1,1,2,0,0,Public,1,4,0,College,0,Male,63
26,73,1,0,1,7,53,-1,1,3,0,1,Private,0,5,0,1 School,0,Female,68
26,71,-1,0,1,5,77,-1,1,0,0,0,Public,0,5,0,Postgraduate,1,Male,66
16,99,-1,1,1,7,77,1,1,0,-1,0,Public,0,3,1,1 School,0,Female,68
28,66,0,1,0,5,67,0,1,1,1,0,Private,1,1,0,Postgraduate,0,Female,68
18,91,0,0,0,7,94,0,1,3,-1,0,Private,0,2,0,1 School,1,Female,69
22,99,1,-1,0,7,65,0,1,3,-1,-1,Public,0,3,0,Postgraduate,1,Female,71
22,61,-1,1,1,7,76,0,1,1,1,0,Public,1,3,0,College,1,Female,65
19,88,-1,0,1,8,59,0,1,2,0,0,Private,0,4,0,1 School,1,Male,67
25,70,0,0,0,7,51,0,1,1,1,0,Public,-1,4,0,College,1,Female,65
25,62,1,0,0,5,71,0,1,0,-1,1,Private,1,4,0,1 School,0,Male,65
